id,stock_id,broker_id,stock_code,stock_name,broker_code,date,buy_volume,buy_value,buy_ave_price,buy_market_val_percent,buy_trade_count,sell_volume,sell_value,sell_ave_price,sell_market_val_percent,sell_trade_count,net_volume,net_value,total_volume,total_value
2339961,32,528,PHR,"PH Resorts Group Holdings, Inc.",STARALL,2021-03-08,0,0.0,0.0,0.0,0,1050000,2488630.0,2.37012380952381,7.22,52,-1050000,-2488630.0,1050000,2488630
2339962,32,102,PHR,"PH Resorts Group Holdings, Inc.",ABACUS,2021-03-09,201000,446400.0,2.22089552238806,4.85,21,220000,494900.0,2.24954545454545,5.31,24,-19000,-48500.0,421000,941300
2339963,32,103,PHR,"PH Resorts Group Holdings, Inc.",PHLSTOCK,2021-03-09,87000,193730.0,2.2267816091954,2.1,15,349000,779100.0,2.2323782234957,8.42,31,-262000,-585370.0,436000,972830
2339964,32,104,PHR,"PH Resorts Group Holdings, Inc.",ATCASTRO,2021-03-09,120000,267930.0,2.23275,2.9,8,100000,227360.0,2.2736,2.41,5,20000,40570.0,220000,495290
2339965,32,106,PHR,"PH Resorts Group Holdings, Inc.",ALPHA,2021-03-09,45000,100590.0,2.23533333333333,1.09,2,0,0.0,0.0,0.0,0,45000,100590.0,45000,100590
2339966,32,110,PHR,"PH Resorts Group Holdings, Inc.",ANGPING,2021-03-09,0,0.0,0.0,0.0,0,10000,22600.0,2.26,0.24,2,-10000,-22600.0,10000,22600
2339967,32,111,PHR,"PH Resorts Group Holdings, Inc.",ANSALDO,2021-03-09,40000,89800.0,2.245,0.97,7,40000,89200.0,2.23,0.97,6,0,600.0,80000,179000
2339968,32,112,PHR,"PH Resorts Group Holdings, Inc.",ABCAP,2021-03-09,18000,40240.0,2.23555555555556,0.43,7,14000,31990.0,2.285,0.34,5,4000,8250.0,32000,72230
2339969,32,120,PHR,"PH Resorts Group Holdings, Inc.",CBSC,2021-03-09,9000,19800.0,2.2,0.22,1,200000,442000.0,2.21,4.83,8,-191000,-422200.0,209000,461800
2339970,32,126,PHR,"PH Resorts Group Holdings, Inc.",BPI,2021-03-09,313000,703110.0,2.24635782747604,7.55,31,167000,377270.0,2.25910179640719,4.03,22,146000,325840.0,480000,1080380
2339971,32,133,PHR,"PH Resorts Group Holdings, Inc.",COL,2021-03-09,1794000,4004910.0,2.23239130434783,43.3,187,1705000,3818300.0,2.23947214076246,41.15,202,89000,186610.0,3499000,7823210
2339972,32,143,PHR,"PH Resorts Group Holdings, Inc.",DAVID_GO,2021-03-09,10000,22800.0,2.28,0.24,2,0,0.0,0.0,0.0,0,10000,22800.0,10000,22800
2339973,32,147,PHR,"PH Resorts Group Holdings, Inc.",E_CHUA,2021-03-09,15000,33300.0,2.22,0.36,1,0,0.0,0.0,0.0,0,15000,33300.0,15000,33300
2339974,32,162,PHR,"PH Resorts Group Holdings, Inc.",F_YAP,2021-03-09,121000,276040.0,2.28132231404959,2.92,10,22000,48900.0,2.22272727272727,0.53,3,99000,227140.0,143000,324940
2339975,32,169,PHR,"PH Resorts Group Holdings, Inc.",JSG,2021-03-09,0,0.0,0.0,0.0,0,55000,120850.0,2.19727272727273,1.33,6,-55000,-120850.0,55000,120850
2339976,32,170,PHR,"PH Resorts Group Holdings, Inc.",GOLDSTAR,2021-03-09,50000,110000.0,2.2,1.21,1,0,0.0,0.0,0.0,0,50000,110000.0,50000,110000
2339977,32,230,PHR,"PH Resorts Group Holdings, Inc.",QUALITY,2021-03-09,50000,111500.0,2.23,1.21,4,0,0.0,0.0,0.0,0,50000,111500.0,50000,111500
